uc_id,base_id,substitution_sheet,substitutions,substitution_loc,charge,n_substitutions
329,000,O,AO1 -> FEO1;AO3 -> FE23;ST8 -> FET8,other,-2.0,3
330,000,O,AO1 -> FEO1;AO3 -> MGO3;ST8 -> FET8,other,-2.0,3
331,000,O,AO1 -> FE21;AO3 -> FE23;ST8 -> FET8,other,-3.0,3
332,000,O,AO1 -> MGO1;AO3 -> FE23;ST8 -> FET8,other,-3.0,3
333,000,O,AO1 -> FE21;AO3 -> MGO3;ST8 -> FET8,other,-3.0,3
334,000,O,AO1 -> MGO1;AO3 -> MGO3;ST8 -> FET8,other,-3.0,3
335,000,O,AO1 -> FEO1;AO3 -> FEO3;ST6 -> FET6,other,-1.0,3
336,000,O,AO1 -> FE21;AO3 -> FEO3;ST6 -> FET6,other,-2.0,3
337,000,O,AO1 -> MGO1;AO3 -> FEO3;ST6 -> FET6,other,-2.0,3
338,000,O,AO1 -> FEO1;AO3 -> FE23;ST6 -> FET6,other,-2.0,3
339,000,O,AO1 -> FEO1;AO3 -> MGO3;ST6 -> FET6,other,-2.0,3
340,000,O,AO1 -> FE21;AO3 -> FE23;ST6 -> FET6,other,-3.0,3
341,000,O,AO1 -> MGO1;AO3 -> FE23;ST6 -> FET6,other,-3.0,3
342,000,O,AO1 -> FE21;AO3 -> MGO3;ST6 -> FET6,other,-3.0,3
343,000,O,AO1 -> MGO1;AO3 -> MGO3;ST6 -> FET6,other,-3.0,3
